z5114663,onelayer,0.1497152453271028,0.16165865384615385
z5114663,onelayer,0.9278073890186916,0.9276842948717948
z5114663,onelayer,0.9269859813084113,0.9230769230769231
z5114663,onelayer,0.9260002920560748,0.9261818910256411
z5114663,onelayer,0.9270955023364486,0.9271834935897436
z5114663,onelayer,0.9272780373831776,0.9262820512820513
z5114663,onelayer,0.9287748247663551,0.9294871794871795
z5114663,onelayer,0.9275153329439252,0.9273838141025641
z5114663,twolayer,0.685911945093458,0.6925080128205128
z5114663,twolayer,0.6994560455607477,0.6997195512820513
z5114663,twolayer,0.6968092873831776,0.6972155448717948
z5114663,twolayer,0.6984703563084113,0.7002203525641025
z5114663,twolayer,0.5266683703271028,0.5348557692307693
z5114663,twolayer,0.3847291179906542,0.38912259615384615
z5114663,twolayer,0.3982914719626168,0.402744391025641
z5114663,twolayer,0.3942209404205608,0.39433092948717946
z5114663,twolayer,0.38830680490654207,0.3909254807692308
z5114663,onelayer,0.9272597838785047,0.9311899038461539
z5114663,conv,0.981180636682243,0.9816706730769231
z5114663,conv,0.9825131425233645,0.9822716346153846
z5114663,onelayer,0.9272232768691588,0.9293870192307693
z5114663,twolayer,0.39029643691588783,0.39513221153846156
z5114663,conv,0.9835535922897196,0.9827724358974359
z5114663,twolayer,0.38708382009345793,0.3799078525641026
z5114663,twolayer,0.29714880257009346,0.30078125
z5114663,twolayer,0.2854665595794392,0.2874599358974359
z5114663,twolayer,0.2935711156542056,0.293369391025641
z5114663,onelayer,0.9276431074766355,0.9309895833333334
z5114663,twolayer,0.883688668224299,0.8826121794871795
z5114663,twolayer,0.8723897488317757,0.8720953525641025
z5114663,onelayer,0.9260367990654206,0.9245793269230769
z5114663,twolayer,0.8768070969626168,0.8783052884615384
z5114663,twolayer,0.9188266647196262,0.9144631410256411
z5114663,twolayer,0.915851343457944,0.9129607371794872
z5114663,twolayer,0.9187719042056075,0.9205729166666666
z5114663,twolayer,0.9210535922897196,0.921073717948718
z5114663,conv,0.9841011974299065,0.9842748397435898
z5114663,twolayer,0.9092435747663551,0.9096554487179487
z5114663,conv,0.9835900992990654,0.9829727564102564
z5114663,twolayer,0.8986930490654206,0.8998397435897436
z5114663,twolayer,0.961101781542056,0.9588341346153846
